run_accession	experiment_accession	sample_accession	study_accession	secondary_study_accession	submission_accession	tax_id	scientific_name	library_strategy	library_source	library_selection	instrument_platform	instrument_model	read_count	base_count	fastq_md5	fastq_bytes	submitted_md5	submitted_bytes	submitted_format	center_name	broker_name	first_public	last_updated
SRR806753	SRX259755	SAMN01998291;SAMN01998293;SAMN01998294;SAMN01998295;SAMN01998296;SAMN01998297;SAMN01998298;SAMN01998299;SAMN01998300;SAMN01998301;SAMN01998302;SAMN01998303;SAMN01998304;SAMN01998305;SAMN01998306;SAMN01998307;SAMN01998308;SAMN01998309;SAMN01998310;SAMN01998311;SAMN01998312;SAMN01998313;SAMN01998314;SAMN01998315;SAMN01998316;SAMN01998317;SAMN01998319;SAMN01998320;SAMN01998321;SAMN01998322;SAMN01998323;SAMN01998324;SAMN01998325;SAMN01998326;SAMN01998327;SAMN01998328;SAMN01998329;SAMN01998330;SAMN01998331;SAMN01998332;SAMN01998333;SAMN01998334;SAMN01998335;SAMN01998336;SAMN01998337;SAMN01998338;SAMN01998340;SAMN01998341;SAMN01998342;SAMN01998343;SAMN01998344;SAMN01998345;SAMN01998346;SAMN01998347;SAMN01998348;SAMN01998349;SAMN01998351;SAMN01998352;SAMN01998353;SAMN01998354;SAMN01998356;SAMN01998357;SAMN01998358;SAMN01998359;SAMN01998361;SAMN01998362;SAMN01998363;SAMN01998364;SAMN01998365;SAMN01998366;SAMN01998367;SAMN01998368;SAMN01998369;SAMN01998370;SAMN01998372;SAMN01998373;SAMN01998375;SAMN01998376;SAMN01998377;SAMN01998378;SAMN01998380;SAMN01998381;SAMN01998382;SAMN01998383;SAMN01998384;SAMN01998385;SAMN01998386;SAMN01998387;SAMN01998389;SAMN01998390;SAMN01998391;SAMN01998392;SAMN01998393;SAMN01998394;SAMN01998395;SAMN01998397;SAMN01998398;SAMN01998399;SAMN01998400;SAMN01998401;SAMN01998402;SAMN01998403;SAMN01998404;SAMN01998405;SAMN01998406;SAMN01998407;SAMN01998408;SAMN01998409;SAMN01998410;SAMN01998411;SAMN01998412;SAMN01998414;SAMN01998415;SAMN01998416;SAMN01998417;SAMN01998418;SAMN01998419;SAMN01998421;SAMN01998422;SAMN01998423;SAMN01998424;SAMN01998425;SAMN01998426;SAMN01998427;SAMN01998428;SAMN01998429;SAMN01998430;SAMN01998432;SAMN01998433;SAMN01998434;SAMN01998435;SAMN01998438;SAMN01998441;SAMN01998442;SAMN01998443;SAMN01998444;SAMN01998445;SAMN01998446;SAMN01998447;SAMN01998448;SAMN01998449;SAMN01998451;SAMN01998452;SAMN01998453;SAMN01998454;SAMN01998455;SAMN01998456;SAMN01998457;SAMN01998458;SAMN01998459;SAMN01998460;SAMN01998461;SAMN01998462;SAMN01998463;SAMN01998464;SAMN01998465;SAMN01998466;SAMN01998467;SAMN01998468;SAMN01998469;SAMN01998470;SAMN01998471;SAMN01998472;SAMN01998473;SAMN01998474;SAMN01998475;SAMN01998476;SAMN01998477;SAMN01998478;SAMN01998479;SAMN01998480;SAMN01998481;SAMN01998482;SAMN01998483;SAMN01998485;SAMN01998487;SAMN01998488;SAMN01998489;SAMN01998490;SAMN01998491;SAMN01998492;SAMN01998493;SAMN01998494;SAMN01998495;SAMN01998496;SAMN01998497;SAMN01998498;SAMN01998499;SAMN01998500;SAMN01998501;SAMN01998502;SAMN01998504;SAMN01998505;SAMN01998506;SAMN01998507;SAMN01998508;SAMN01998509;SAMN01998510;SAMN01998513		SRP020503	SRA072519	646099;410661;256318	metagenome;human metagenome;mouse gut metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	60	22414	86ccefced09204b8f53614da8a3125d5	11275				UPENNBL		2013-05-05	2017-12-02
SRR832623	SRX270341	SAMN00255966	PRJNA46877	SRP002462	SRA073824	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	27339	13801762	d5963f268f3bd5f9218fae7ba4b3cc09	3807204			PROTECTED	VCU-CSBC		2013-05-29	2016-10-25
SRR845224	SRX275061	SAMN01931496	PRJNA75759	SRP010108	SRA075365	9606	Homo sapiens	WXS	GENOMIC	Hybrid Selection	ILLUMINA	Illumina HiSeq 2000	0	0					PROTECTED	BI		2013-05-17	2020-03-02
SRR851796	SRX278500	SAMN02146401	PRJNA176266	SRP018046	SRA059134	6239	Caenorhabditis elegans	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	1543796	308759200	625416d40d61f19080fd04975d68f7cf;64e5dd845d5dc9eca966ad6009e565c0	124297690;123993154				UWGS-RW		2013-05-29	2020-05-26
SRR806759	SRX259755	SAMN01998291;SAMN01998293;SAMN01998294;SAMN01998295;SAMN01998296;SAMN01998297;SAMN01998298;SAMN01998299;SAMN01998300;SAMN01998301;SAMN01998302;SAMN01998303;SAMN01998304;SAMN01998305;SAMN01998306;SAMN01998307;SAMN01998308;SAMN01998309;SAMN01998310;SAMN01998311;SAMN01998312;SAMN01998313;SAMN01998314;SAMN01998315;SAMN01998316;SAMN01998317;SAMN01998319;SAMN01998320;SAMN01998321;SAMN01998322;SAMN01998323;SAMN01998324;SAMN01998325;SAMN01998326;SAMN01998327;SAMN01998328;SAMN01998329;SAMN01998330;SAMN01998331;SAMN01998332;SAMN01998333;SAMN01998334;SAMN01998335;SAMN01998336;SAMN01998337;SAMN01998338;SAMN01998340;SAMN01998341;SAMN01998342;SAMN01998343;SAMN01998344;SAMN01998345;SAMN01998346;SAMN01998347;SAMN01998348;SAMN01998349;SAMN01998351;SAMN01998352;SAMN01998353;SAMN01998354;SAMN01998356;SAMN01998357;SAMN01998358;SAMN01998359;SAMN01998361;SAMN01998362;SAMN01998363;SAMN01998364;SAMN01998365;SAMN01998366;SAMN01998367;SAMN01998368;SAMN01998369;SAMN01998370;SAMN01998372;SAMN01998373;SAMN01998375;SAMN01998376;SAMN01998377;SAMN01998378;SAMN01998380;SAMN01998381;SAMN01998382;SAMN01998383;SAMN01998384;SAMN01998385;SAMN01998386;SAMN01998387;SAMN01998389;SAMN01998390;SAMN01998391;SAMN01998392;SAMN01998393;SAMN01998394;SAMN01998395;SAMN01998397;SAMN01998398;SAMN01998399;SAMN01998400;SAMN01998401;SAMN01998402;SAMN01998403;SAMN01998404;SAMN01998405;SAMN01998406;SAMN01998407;SAMN01998408;SAMN01998409;SAMN01998410;SAMN01998411;SAMN01998412;SAMN01998414;SAMN01998415;SAMN01998416;SAMN01998417;SAMN01998418;SAMN01998419;SAMN01998421;SAMN01998422;SAMN01998423;SAMN01998424;SAMN01998425;SAMN01998426;SAMN01998427;SAMN01998428;SAMN01998429;SAMN01998430;SAMN01998432;SAMN01998433;SAMN01998434;SAMN01998435;SAMN01998438;SAMN01998441;SAMN01998442;SAMN01998443;SAMN01998444;SAMN01998445;SAMN01998446;SAMN01998447;SAMN01998448;SAMN01998449;SAMN01998451;SAMN01998452;SAMN01998453;SAMN01998454;SAMN01998455;SAMN01998456;SAMN01998457;SAMN01998458;SAMN01998459;SAMN01998460;SAMN01998461;SAMN01998462;SAMN01998463;SAMN01998464;SAMN01998465;SAMN01998466;SAMN01998467;SAMN01998468;SAMN01998469;SAMN01998470;SAMN01998471;SAMN01998472;SAMN01998473;SAMN01998474;SAMN01998475;SAMN01998476;SAMN01998477;SAMN01998478;SAMN01998479;SAMN01998480;SAMN01998481;SAMN01998482;SAMN01998483;SAMN01998485;SAMN01998487;SAMN01998488;SAMN01998489;SAMN01998490;SAMN01998491;SAMN01998492;SAMN01998493;SAMN01998494;SAMN01998495;SAMN01998496;SAMN01998497;SAMN01998498;SAMN01998499;SAMN01998500;SAMN01998501;SAMN01998502;SAMN01998504;SAMN01998505;SAMN01998506;SAMN01998507;SAMN01998508;SAMN01998509;SAMN01998510;SAMN01998513		SRP020503	SRA072519	646099;410661;256318	metagenome;human metagenome;mouse gut metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	269	99671	59f5cfdf43f60a44ccdcddf808c58248	39638				UPENNBL		2013-05-05	2017-12-02
SRR832626	SRX270344	SAMN02130442	PRJNA46877	SRP002462	SRA073824	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	49272	25012310	3e8ffb6c65ea1790f7b3013ecc5127e4	8065019			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
SRR806769	SRX259755	SAMN01998291;SAMN01998293;SAMN01998294;SAMN01998295;SAMN01998296;SAMN01998297;SAMN01998298;SAMN01998299;SAMN01998300;SAMN01998301;SAMN01998302;SAMN01998303;SAMN01998304;SAMN01998305;SAMN01998306;SAMN01998307;SAMN01998308;SAMN01998309;SAMN01998310;SAMN01998311;SAMN01998312;SAMN01998313;SAMN01998314;SAMN01998315;SAMN01998316;SAMN01998317;SAMN01998319;SAMN01998320;SAMN01998321;SAMN01998322;SAMN01998323;SAMN01998324;SAMN01998325;SAMN01998326;SAMN01998327;SAMN01998328;SAMN01998329;SAMN01998330;SAMN01998331;SAMN01998332;SAMN01998333;SAMN01998334;SAMN01998335;SAMN01998336;SAMN01998337;SAMN01998338;SAMN01998340;SAMN01998341;SAMN01998342;SAMN01998343;SAMN01998344;SAMN01998345;SAMN01998346;SAMN01998347;SAMN01998348;SAMN01998349;SAMN01998351;SAMN01998352;SAMN01998353;SAMN01998354;SAMN01998356;SAMN01998357;SAMN01998358;SAMN01998359;SAMN01998361;SAMN01998362;SAMN01998363;SAMN01998364;SAMN01998365;SAMN01998366;SAMN01998367;SAMN01998368;SAMN01998369;SAMN01998370;SAMN01998372;SAMN01998373;SAMN01998375;SAMN01998376;SAMN01998377;SAMN01998378;SAMN01998380;SAMN01998381;SAMN01998382;SAMN01998383;SAMN01998384;SAMN01998385;SAMN01998386;SAMN01998387;SAMN01998389;SAMN01998390;SAMN01998391;SAMN01998392;SAMN01998393;SAMN01998394;SAMN01998395;SAMN01998397;SAMN01998398;SAMN01998399;SAMN01998400;SAMN01998401;SAMN01998402;SAMN01998403;SAMN01998404;SAMN01998405;SAMN01998406;SAMN01998407;SAMN01998408;SAMN01998409;SAMN01998410;SAMN01998411;SAMN01998412;SAMN01998414;SAMN01998415;SAMN01998416;SAMN01998417;SAMN01998418;SAMN01998419;SAMN01998421;SAMN01998422;SAMN01998423;SAMN01998424;SAMN01998425;SAMN01998426;SAMN01998427;SAMN01998428;SAMN01998429;SAMN01998430;SAMN01998432;SAMN01998433;SAMN01998434;SAMN01998435;SAMN01998438;SAMN01998441;SAMN01998442;SAMN01998443;SAMN01998444;SAMN01998445;SAMN01998446;SAMN01998447;SAMN01998448;SAMN01998449;SAMN01998451;SAMN01998452;SAMN01998453;SAMN01998454;SAMN01998455;SAMN01998456;SAMN01998457;SAMN01998458;SAMN01998459;SAMN01998460;SAMN01998461;SAMN01998462;SAMN01998463;SAMN01998464;SAMN01998465;SAMN01998466;SAMN01998467;SAMN01998468;SAMN01998469;SAMN01998470;SAMN01998471;SAMN01998472;SAMN01998473;SAMN01998474;SAMN01998475;SAMN01998476;SAMN01998477;SAMN01998478;SAMN01998479;SAMN01998480;SAMN01998481;SAMN01998482;SAMN01998483;SAMN01998485;SAMN01998487;SAMN01998488;SAMN01998489;SAMN01998490;SAMN01998491;SAMN01998492;SAMN01998493;SAMN01998494;SAMN01998495;SAMN01998496;SAMN01998497;SAMN01998498;SAMN01998499;SAMN01998500;SAMN01998501;SAMN01998502;SAMN01998504;SAMN01998505;SAMN01998506;SAMN01998507;SAMN01998508;SAMN01998509;SAMN01998510;SAMN01998513		SRP020503	SRA072519	646099;410661;256318	metagenome;human metagenome;mouse gut metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	3	1121	91e0cac39604de2c5a3404ff7531b81e	655				UPENNBL		2013-05-05	2017-12-02
SRR832627	SRX270345	SAMN02122756	PRJNA46877	SRP002462	SRA073824	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	19991	10268389	084d718a77b94f6a51a63f935cbfc02e	2851999			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
SRR851797	SRX278500	SAMN02146401	PRJNA176266	SRP018046	SRA059134	6239	Caenorhabditis elegans	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3592875	718575000	74633a7ffdcbadb348f985d993ab87f2;7ab035c8113c92b2f901ee840a0f8e79	308535501;306820951				UWGS-RW		2013-05-29	2020-05-26
SRR806770	SRX259755	SAMN01998291;SAMN01998293;SAMN01998294;SAMN01998295;SAMN01998296;SAMN01998297;SAMN01998298;SAMN01998299;SAMN01998300;SAMN01998301;SAMN01998302;SAMN01998303;SAMN01998304;SAMN01998305;SAMN01998306;SAMN01998307;SAMN01998308;SAMN01998309;SAMN01998310;SAMN01998311;SAMN01998312;SAMN01998313;SAMN01998314;SAMN01998315;SAMN01998316;SAMN01998317;SAMN01998319;SAMN01998320;SAMN01998321;SAMN01998322;SAMN01998323;SAMN01998324;SAMN01998325;SAMN01998326;SAMN01998327;SAMN01998328;SAMN01998329;SAMN01998330;SAMN01998331;SAMN01998332;SAMN01998333;SAMN01998334;SAMN01998335;SAMN01998336;SAMN01998337;SAMN01998338;SAMN01998340;SAMN01998341;SAMN01998342;SAMN01998343;SAMN01998344;SAMN01998345;SAMN01998346;SAMN01998347;SAMN01998348;SAMN01998349;SAMN01998351;SAMN01998352;SAMN01998353;SAMN01998354;SAMN01998356;SAMN01998357;SAMN01998358;SAMN01998359;SAMN01998361;SAMN01998362;SAMN01998363;SAMN01998364;SAMN01998365;SAMN01998366;SAMN01998367;SAMN01998368;SAMN01998369;SAMN01998370;SAMN01998372;SAMN01998373;SAMN01998375;SAMN01998376;SAMN01998377;SAMN01998378;SAMN01998380;SAMN01998381;SAMN01998382;SAMN01998383;SAMN01998384;SAMN01998385;SAMN01998386;SAMN01998387;SAMN01998389;SAMN01998390;SAMN01998391;SAMN01998392;SAMN01998393;SAMN01998394;SAMN01998395;SAMN01998397;SAMN01998398;SAMN01998399;SAMN01998400;SAMN01998401;SAMN01998402;SAMN01998403;SAMN01998404;SAMN01998405;SAMN01998406;SAMN01998407;SAMN01998408;SAMN01998409;SAMN01998410;SAMN01998411;SAMN01998412;SAMN01998414;SAMN01998415;SAMN01998416;SAMN01998417;SAMN01998418;SAMN01998419;SAMN01998421;SAMN01998422;SAMN01998423;SAMN01998424;SAMN01998425;SAMN01998426;SAMN01998427;SAMN01998428;SAMN01998429;SAMN01998430;SAMN01998432;SAMN01998433;SAMN01998434;SAMN01998435;SAMN01998438;SAMN01998441;SAMN01998442;SAMN01998443;SAMN01998444;SAMN01998445;SAMN01998446;SAMN01998447;SAMN01998448;SAMN01998449;SAMN01998451;SAMN01998452;SAMN01998453;SAMN01998454;SAMN01998455;SAMN01998456;SAMN01998457;SAMN01998458;SAMN01998459;SAMN01998460;SAMN01998461;SAMN01998462;SAMN01998463;SAMN01998464;SAMN01998465;SAMN01998466;SAMN01998467;SAMN01998468;SAMN01998469;SAMN01998470;SAMN01998471;SAMN01998472;SAMN01998473;SAMN01998474;SAMN01998475;SAMN01998476;SAMN01998477;SAMN01998478;SAMN01998479;SAMN01998480;SAMN01998481;SAMN01998482;SAMN01998483;SAMN01998485;SAMN01998487;SAMN01998488;SAMN01998489;SAMN01998490;SAMN01998491;SAMN01998492;SAMN01998493;SAMN01998494;SAMN01998495;SAMN01998496;SAMN01998497;SAMN01998498;SAMN01998499;SAMN01998500;SAMN01998501;SAMN01998502;SAMN01998504;SAMN01998505;SAMN01998506;SAMN01998507;SAMN01998508;SAMN01998509;SAMN01998510;SAMN01998513		SRP020503	SRA072519	646099;410661;256318	metagenome;human metagenome;mouse gut metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	236	87976	d8747fc4065a6272fbb64ea4fd2cc404	33673				UPENNBL		2013-05-05	2017-12-02
SRR832628	SRX270346	SAMN02130443	PRJNA46877	SRP002462	SRA073824	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	32885	16360859	462f62d078d84378d9d0f9cdb145b65c	4054219			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
SRR851800	SRX278503	SAMN02146402	PRJNA176266	SRP018046	SRA059134	6239	Caenorhabditis elegans	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2058088	205808800	37a0a6f667e98dffabaeb692b5db1cac	181772832				UWGS-RW		2013-05-29	2020-05-26
SRR806774	SRX259755	SAMN01998291;SAMN01998293;SAMN01998294;SAMN01998295;SAMN01998296;SAMN01998297;SAMN01998298;SAMN01998299;SAMN01998300;SAMN01998301;SAMN01998302;SAMN01998303;SAMN01998304;SAMN01998305;SAMN01998306;SAMN01998307;SAMN01998308;SAMN01998309;SAMN01998310;SAMN01998311;SAMN01998312;SAMN01998313;SAMN01998314;SAMN01998315;SAMN01998316;SAMN01998317;SAMN01998319;SAMN01998320;SAMN01998321;SAMN01998322;SAMN01998323;SAMN01998324;SAMN01998325;SAMN01998326;SAMN01998327;SAMN01998328;SAMN01998329;SAMN01998330;SAMN01998331;SAMN01998332;SAMN01998333;SAMN01998334;SAMN01998335;SAMN01998336;SAMN01998337;SAMN01998338;SAMN01998340;SAMN01998341;SAMN01998342;SAMN01998343;SAMN01998344;SAMN01998345;SAMN01998346;SAMN01998347;SAMN01998348;SAMN01998349;SAMN01998351;SAMN01998352;SAMN01998353;SAMN01998354;SAMN01998356;SAMN01998357;SAMN01998358;SAMN01998359;SAMN01998361;SAMN01998362;SAMN01998363;SAMN01998364;SAMN01998365;SAMN01998366;SAMN01998367;SAMN01998368;SAMN01998369;SAMN01998370;SAMN01998372;SAMN01998373;SAMN01998375;SAMN01998376;SAMN01998377;SAMN01998378;SAMN01998380;SAMN01998381;SAMN01998382;SAMN01998383;SAMN01998384;SAMN01998385;SAMN01998386;SAMN01998387;SAMN01998389;SAMN01998390;SAMN01998391;SAMN01998392;SAMN01998393;SAMN01998394;SAMN01998395;SAMN01998397;SAMN01998398;SAMN01998399;SAMN01998400;SAMN01998401;SAMN01998402;SAMN01998403;SAMN01998404;SAMN01998405;SAMN01998406;SAMN01998407;SAMN01998408;SAMN01998409;SAMN01998410;SAMN01998411;SAMN01998412;SAMN01998414;SAMN01998415;SAMN01998416;SAMN01998417;SAMN01998418;SAMN01998419;SAMN01998421;SAMN01998422;SAMN01998423;SAMN01998424;SAMN01998425;SAMN01998426;SAMN01998427;SAMN01998428;SAMN01998429;SAMN01998430;SAMN01998432;SAMN01998433;SAMN01998434;SAMN01998435;SAMN01998438;SAMN01998441;SAMN01998442;SAMN01998443;SAMN01998444;SAMN01998445;SAMN01998446;SAMN01998447;SAMN01998448;SAMN01998449;SAMN01998451;SAMN01998452;SAMN01998453;SAMN01998454;SAMN01998455;SAMN01998456;SAMN01998457;SAMN01998458;SAMN01998459;SAMN01998460;SAMN01998461;SAMN01998462;SAMN01998463;SAMN01998464;SAMN01998465;SAMN01998466;SAMN01998467;SAMN01998468;SAMN01998469;SAMN01998470;SAMN01998471;SAMN01998472;SAMN01998473;SAMN01998474;SAMN01998475;SAMN01998476;SAMN01998477;SAMN01998478;SAMN01998479;SAMN01998480;SAMN01998481;SAMN01998482;SAMN01998483;SAMN01998485;SAMN01998487;SAMN01998488;SAMN01998489;SAMN01998490;SAMN01998491;SAMN01998492;SAMN01998493;SAMN01998494;SAMN01998495;SAMN01998496;SAMN01998497;SAMN01998498;SAMN01998499;SAMN01998500;SAMN01998501;SAMN01998502;SAMN01998504;SAMN01998505;SAMN01998506;SAMN01998507;SAMN01998508;SAMN01998509;SAMN01998510;SAMN01998513		SRP020503	SRA072519	646099;410661;256318	metagenome;human metagenome;mouse gut metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	546	202742	f8f4973482cb234c1b93fb9ca385f029	81015				UPENNBL		2013-05-05	2017-12-02
SRR832632	SRX270350	SAMN02133097	PRJNA46877	SRP002462	SRA073824	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	32068	16146949	6748cea6b19e956b1a184473865ccc18	4198116			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
SRR832638	SRX270356	SAMN00255446	PRJNA46877	SRP002462	SRA073824	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	35836	18052118	1bf92b5b04c610bc7c1d9b35f496dda4	5031669			PROTECTED	VCU-CSBC		2013-05-29	2016-10-25
SRR852272	SRX278790	SAMN01990979	PRJNA194124	SRP022862	SRA071529	1310172	Brucella abortus 2045	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	3033927	248782014	5d341324cc4996df3c52903da5cf446c	181484742				The George Washington University		2013-05-30	2020-05-25
SRR806775	SRX259755	SAMN01998291;SAMN01998293;SAMN01998294;SAMN01998295;SAMN01998296;SAMN01998297;SAMN01998298;SAMN01998299;SAMN01998300;SAMN01998301;SAMN01998302;SAMN01998303;SAMN01998304;SAMN01998305;SAMN01998306;SAMN01998307;SAMN01998308;SAMN01998309;SAMN01998310;SAMN01998311;SAMN01998312;SAMN01998313;SAMN01998314;SAMN01998315;SAMN01998316;SAMN01998317;SAMN01998319;SAMN01998320;SAMN01998321;SAMN01998322;SAMN01998323;SAMN01998324;SAMN01998325;SAMN01998326;SAMN01998327;SAMN01998328;SAMN01998329;SAMN01998330;SAMN01998331;SAMN01998332;SAMN01998333;SAMN01998334;SAMN01998335;SAMN01998336;SAMN01998337;SAMN01998338;SAMN01998340;SAMN01998341;SAMN01998342;SAMN01998343;SAMN01998344;SAMN01998345;SAMN01998346;SAMN01998347;SAMN01998348;SAMN01998349;SAMN01998351;SAMN01998352;SAMN01998353;SAMN01998354;SAMN01998356;SAMN01998357;SAMN01998358;SAMN01998359;SAMN01998361;SAMN01998362;SAMN01998363;SAMN01998364;SAMN01998365;SAMN01998366;SAMN01998367;SAMN01998368;SAMN01998369;SAMN01998370;SAMN01998372;SAMN01998373;SAMN01998375;SAMN01998376;SAMN01998377;SAMN01998378;SAMN01998380;SAMN01998381;SAMN01998382;SAMN01998383;SAMN01998384;SAMN01998385;SAMN01998386;SAMN01998387;SAMN01998389;SAMN01998390;SAMN01998391;SAMN01998392;SAMN01998393;SAMN01998394;SAMN01998395;SAMN01998397;SAMN01998398;SAMN01998399;SAMN01998400;SAMN01998401;SAMN01998402;SAMN01998403;SAMN01998404;SAMN01998405;SAMN01998406;SAMN01998407;SAMN01998408;SAMN01998409;SAMN01998410;SAMN01998411;SAMN01998412;SAMN01998414;SAMN01998415;SAMN01998416;SAMN01998417;SAMN01998418;SAMN01998419;SAMN01998421;SAMN01998422;SAMN01998423;SAMN01998424;SAMN01998425;SAMN01998426;SAMN01998427;SAMN01998428;SAMN01998429;SAMN01998430;SAMN01998432;SAMN01998433;SAMN01998434;SAMN01998435;SAMN01998438;SAMN01998441;SAMN01998442;SAMN01998443;SAMN01998444;SAMN01998445;SAMN01998446;SAMN01998447;SAMN01998448;SAMN01998449;SAMN01998451;SAMN01998452;SAMN01998453;SAMN01998454;SAMN01998455;SAMN01998456;SAMN01998457;SAMN01998458;SAMN01998459;SAMN01998460;SAMN01998461;SAMN01998462;SAMN01998463;SAMN01998464;SAMN01998465;SAMN01998466;SAMN01998467;SAMN01998468;SAMN01998469;SAMN01998470;SAMN01998471;SAMN01998472;SAMN01998473;SAMN01998474;SAMN01998475;SAMN01998476;SAMN01998477;SAMN01998478;SAMN01998479;SAMN01998480;SAMN01998481;SAMN01998482;SAMN01998483;SAMN01998485;SAMN01998487;SAMN01998488;SAMN01998489;SAMN01998490;SAMN01998491;SAMN01998492;SAMN01998493;SAMN01998494;SAMN01998495;SAMN01998496;SAMN01998497;SAMN01998498;SAMN01998499;SAMN01998500;SAMN01998501;SAMN01998502;SAMN01998504;SAMN01998505;SAMN01998506;SAMN01998507;SAMN01998508;SAMN01998509;SAMN01998510;SAMN01998513		SRP020503	SRA072519	646099;410661;256318	metagenome;human metagenome;mouse gut metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	167	61935	059d8f730b46d20b6d14274b59a3f6a7	23505				UPENNBL		2013-05-05	2017-12-02
SRR832645	SRX270363	SAMN02137754	PRJNA46877	SRP002462	SRA073824	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	47824	23651925	09fd1255f353f2333ba741ee2ffd6746	6814209			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
