run_accession	experiment_accession	sample_accession	study_accession	secondary_study_accession	submission_accession	tax_id	scientific_name	library_strategy	library_source	library_selection	instrument_platform	instrument_model	read_count	base_count	fastq_md5	fastq_bytes	submitted_md5	submitted_bytes	submitted_format	center_name	broker_name	first_public	last_updated
ERR205033	ERX179711	SAMEA1886552	PRJEB1163	ERP002021	ERA177040	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	RACE	ILLUMINA	Illumina HiSeq 2000	16964371	1571603454	bcca6dcefc06feed0a45c011ed2e7f79;a6ce61714fd1aeb66f4f6fa986cc5a56;f609a845b9a65d0aab0136abdf2d3875	168175834;662446530;669573392	63aed786c91c497c3d94b6fa58f0985f	1409688277	BAM	European Bioinformatics Institute;WTCHG	ArrayExpress	2013-05-05	2018-11-16
ERR234097	ERX208602	SAMEA1877073	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2854992	616678272	f74eebb64766669539cb876f9735f42b;76373d7e1ca4f859032a77774cced03b	299256757;304072698	dda43f86653f1254bd6c6eb142aaf73e;7a7e0fd20010e65fd54e98367c4fb1e0	231370171;237632529	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
SRR829548	SRX267390	SAMN02131436	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	55296	28004267	12fba3c96e505e92ebe32ebd2dad742a	7883744			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
ERR279398	ERX252731	SAMEA1903648	PRJEB1268	ERP002100	ERA222823	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	13533384	2030007600	45023a6575ec6b6a0a31d0c0865dad39;8e62479cc2c95ae33197e1353116a09c	958390306;996200827	a92a95b232c26da38719556a2a47184c	2011904264	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR234105	ERX208610	SAMEA1877212	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	855511	195056508	b67b04fe716552e2d6ade3f6d7f9d828;2ae645a020e9ed796ee97bbead7eac75	76152653;74274286	01640be0624010e2ed441d98e77eb176;02581a81577ca2d4cea212fbead3a43b	61916070;60293330	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234107	ERX208612	SAMEA1877180	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	842187	193703010	68c6bb6a7271e94be623883662195e8e;08755a5206c2d90cb7609d48e3b4b868	75511681;73367404	ae44d7b82096afc7aa45ae091954f16d;5eabd303f424ce2458bc3b6efe195de3	61427639;59595712	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR279400	ERX252733	SAMEA1903654	PRJEB1268	ERP002100	ERA222823	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	13488872	2023330800	fa121fb0543ed1db307a3b9e8bd9ba9e;9cb3356b41a67bd8f89de451b4226f09	955431810;996222007	0f2f19507d08d9a3d96e62b5124d6f0f	2014323418	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR234118	ERX208623	SAMEA1877156	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	9388718	1765078984	480278a27313c900f177ba6fddd26cfd;4643b12de5a5a45505d9f011a980e1fa	808498932;807066123	04feddededb928b49691c847f0e09bca;501ac37d1576129d67faa1222aadbdd0	637522255;637504048	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
SRR829552	SRX267394	SAMN00259119	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	17512	8356363	24a1fbdc2bd98e3bd5b4fe422fac2b44	2943193			PROTECTED	VCU-CSBC		2013-05-29	2016-10-25
ERR234122	ERX208627	SAMEA1877179	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	4650398	883575620	705997f0bf7a05725d0f236ec3b09065;6df4a03bf5bb2bf36010f17131c6db49	403588161;403630745	551750e551db150efd9a2ceb76a72906;a8addfef45f601519da8a21f9b80d37b	317997172;318629672	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR279402	ERX252735	SAMEA1903651	PRJEB1268	ERP002100	ERA222823	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	13454924	2018238600	3edba325cbcf734461b138a9c4192fd2;43fb5168d77150b3329971a51a8439d5	951497681;989968004	d57236225ca877a051d7ebbd73c51876	1995128397	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR234123	ERX208628	SAMEA1877199	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3805914	860136564	088d1ade5befb1c3859c1092c293fb70;3899c8a13bb766300a939ad58943501b	369832675;378471860	062a461975513e952e055047e3dd8b05;07c8574d4f14b5d463503e0304aad5d3	288778113;296753465	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234125	ERX208630	SAMEA1877294	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	4571006	859349128	3041c9e602ec5002c053dd7e2b2cdee5;12aa10d0299302d152743693f1e7be83	348089107;344178987	ede3d637f33f080179152123c8b71a66;073065c798a1929d8cdc6fe5c5a236dd	269370032;266473699	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR279411	ERX252744	SAMEA1889131	PRJEB1281	ERP002113	ERA222824	6161	Dugesia japonica	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	16587178	3317435600	293024c9a90274f69e3cf006d2c72cf6;0b31a9573d3c711a0d0b8154f2030328	1375690992;1414072996	fdc404bdc89750db7cd320d01a3bd944	2878132960	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
SRR829559	SRX267401	SAMN02136077	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	43496	22100355	cb7d9425822e5265e251622da7eb7b4c	5455624			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
ERR234130	ERX208635	SAMEA1877099	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3511102	786486848	885469e0b2c0d0cc7b5a051d5c7250ef;14aae0b5fcfd5d4bbe9c92d70c062ec0	341246139;347814163	066ecae49c8f6daa69e923f322ee635d;0f0beeeb13807303b85df79991f232e8	266774263;272808466	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR279412	ERX252745	SAMEA1889128	PRJEB1281	ERP002113	ERA222824	6161	Dugesia japonica	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	12657569	2531513800	d58e96205f2a998a7076db79e1b1f7eb;c79452679145e7b7b4750150d57f6ad1	1072674397;1108718028	99dc5fbfbfb6e95c29c3520e23b8869a	2234897745	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR234132	ERX208637	SAMEA1877144	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3621865	833028950	a72ae87c0a3a6c067dd4ec265d56fbcb;b59f2340d608a55f4f90a103075db640	354970363;362777312	1766d3a828c7b713106e6275106c4a41;f08a43a37d201ba525b51894aefec4ba	276862431;284076214	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
SRR829566	SRX267408	SAMN00259373	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	33103	17111456	0c3316971e8a80b9d502422ae6062083	5570179			PROTECTED	VCU-CSBC		2013-05-29	2016-10-25
ERR234148	ERX208653	SAMEA1877117	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3680026	736005200	6203faa284a60fdcbdc9c8380828306d;e97f29c174eb702af5d8810571bfc736	301932596;300843882	06337626b003a923477da69f9f1bf9fb;d97b58f6e685333ae30a74e4f6de113e	247094234;246670800	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR279415	ERX252748	SAMEA1889133	PRJEB1281	ERP002113	ERA222824	6161	Dugesia japonica	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	13508633	2701726600	5458d13e644691785c819a3e9af726c3;ad7732940a54e4ecc7415c9d7086af04	1189049835;1221681337	df157866cd968865a1f300ba23669bc2	2435820429	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR234149	ERX208654	SAMEA1877136	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3911098	782219600	a9ba726260739978831c616aaff230d9;f5531f792a09cdc7ffda4751a635c621	323843099;322291982	5faaecb5bc02eaaa3cd2b21c6e14d5b3;7e25f26981683a87c8c71cc39f0c2bda	265126671;264404030	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234150	ERX208655	SAMEA1877101	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2640218	528043600	1e091fcf5aef4db8c248dfe0f179e787;90becdc249ce5f576c44c981e6ef0adc	218836542;218519239	26cf2d0659918933232ae96633a04090;7af44d7cbd0fe94783a4e4190989d16d	179443361;179667941	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR279422	ERX252755	SAMEA1889201	PRJEB1323	ERP002150	ERA222825	9606	Homo sapiens	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	29674878	5934975600	5a3c6235755a4ab41529f5a8f18810fb;94ac357fb25e1b46996c6d479882a122	2605903366;2871861309	ef3cc7a464de223ad357824db58aa58c	6264617141	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR234151	ERX208656	SAMEA1877109	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3601125	720225000	f6b25849fce384c15c81b418a6280737;939d8de5cce977522073e952b06d732a	302541763;304413227	7c8ee05a68bbaf5ce9ceb12371432c18;0407b64d49a49adc123cf5eb21bbf099	248137750;250951710	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
SRR829570	SRX267412	SAMN02120142	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	60682	30078434	2cbb5363a330e82770dde4f638dd875d	7882556			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
ERR234161	ERX208666	SAMEA1877186	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	1539515	332535240	f355a409ec39d94aec252cbdff78f8cd;d118378e615b230d100de5c1e6c05a48	155100518;133175154	6de55ddb044bf6f5775f0d2481dff13e;5d5d1a99d122153b14371987a3ec73bb	122254905;104314457	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR279425	ERX252758	SAMEA1889184	PRJEB1323	ERP002150	ERA222825	9606	Homo sapiens	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	27518333	5503666600	1784aed3c5e02e04be01ca9ff464897d;574c952f4c8442bc037252a4f2bb6f6e	2406359194;2642743584	84e27eebcdbeb07c0d4300935158c87c	5811077303	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR234162	ERX208667	SAMEA1877124	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	4306636	930233376	36b2b16fa17f17a95f9278e6229b233d;92970306b6d1da07412ebe1ee10af124	431485437;367296176	319c1bd4384a9ba2ae151a187bf08d3e;bd15c283d48b77b660a6961cb9af84d2	340165093;287462102	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234165	ERX208670	SAMEA1877171	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	4117801	889445016	c4719554e95d496ee181655156459120;1a15896784971aeb9bea8fc9a5ade02f	411987296;348792088	e85bfa61d16b9158ff78b5e384302993;e1b222752b7c7e87749cd91971333ceb	324714208;272717561	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR279427	ERX252760	SAMEA1889196	PRJEB1323	ERP002150	ERA222825	9606	Homo sapiens	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	29678363	5935672600	5d14446d70e577951e679f5301a02624;6786a23efe273cb989b11bc94f6eff32	2597964582;2842907342	5a300f5972afb9e2e3f3ec6e58755d5a	6233458945	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR234166	ERX208671	SAMEA1877164	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	1423483	307472328	c9ec4a865eb8411cd8b3cf1c4a8e844f;133d30ceac65913fd60d24ea8a8111a4	143339494;122372922	71cb0662bcb758e699947e7119228919;5700bf3d301738faf04aa3bb14e56799	113027314;95777592	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
SRR829573	SRX267415	SAMN00256199	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	44206	22591088	dde1ad9597dfa0ca72a5d587b8e98fa6	7274591			PROTECTED	VCU-CSBC		2013-05-29	2016-10-25
ERR234167	ERX208672	SAMEA1877070	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	1544330	333575280	7edf81c656d79282543dbb8745232779;3c77bef043a2c5e9a8a96224cfb1edf7	156174913;134465957	d525ccf7b493cfedb1bef1fec8f00f41;ef565299b6e6b3902cbee46099527a9c	123247611;105417801	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR279428	ERX252761	SAMEA1889194	PRJEB1323	ERP002150	ERA222825	9606	Homo sapiens	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	27745271	5549054200	e0f5d02ce9023daded81054e5dec86cc;e177480452ea445d781ccbe90a0ed547	2429280135;2668532698	a4db50e3dbfccf053e190739b83110fb	5836490275	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR234168	ERX208673	SAMEA1877089	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2274893	491376888	e9023abfe17e7ec0d0f611047ef164dc;ba8c6d4b67ed1f6e53b18ec14f257a31	229443777;197484069	8e407c2887d94b4b805ff022b622e0ee;14f508cc759d654e67a42169e2d693f5	180748933;154756299	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR279430	ERX252763	SAMEA1889201	PRJEB1323	ERP002150	ERA222825	9606	Homo sapiens	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	29583794	5916758800	8eb748e50f5a5f8dd0d1656a8e898776;f1f8b59cdf2122c6339ffcea193154bc	2647315420;2831976356	ec07a6c69292ac8267f1f974f5955668	6261682697	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
SRR829575	SRX267417	SAMN02124698	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	25400	12413103	1fb36d3bd2948d1844d4fbff71a9c838	3299590			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
ERR234169	ERX208674	SAMEA1877258	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2546805	509361000	da9cd0ad1c5782e4856f5e2d584b5db2;297c0bd44379f5374e3e3e85b4df7403	217015048;217124642	395504a8268b825e7e2340e755adbe2d;5217954770670b141f144435bf148d35	178478170;179416617	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234178	ERX208683	SAMEA1877220	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	1759966	351993200	ca5cb2dc72e9d4335eacb4b6868bb201;3784dc2b1c325e73cfea1ef4988c1f47	145811273;144924054	0ad70a023ed03315a923013eb88fce4a;7118c9ef34ac34dd924a80670be39967	118930725;118617444	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR279431	ERX252764	SAMEA1889204	PRJEB1323	ERP002150	ERA222825	9606	Homo sapiens	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	26647754	5329550800	f71d65cc20dd55b474038a859e4e037c;741c54cdad20145e09586eeffec6d39d	2370338593;2507682522	e0f17c9e5f9589f0f0a49d540e34398f	5568241368	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR234186	ERX208691	SAMEA1877237	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2266636	489593376	89656aaa9854e2faeb7cdcf3b295f127;b962bd57fa1ee67784f35d0c085eaf4a	227986122;190460958	e945e240b438f4f1c516e734a366b011;1c45b45b3251b5a780db0f014efae66a	179574515;148541993	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
SRR829579	SRX267421	SAMN02137745	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	25961	13291788	2fb4f780fd42f8589042b4e6e98ec4ce	3504429			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
ERR234191	ERX208696	SAMEA1877283	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2528235	546098760	6a798cbbdb73ec8bbd695b17ca5464f8;4b638ff6b2b3200c9ad883c91907bc5f	254185138;220718424	df373f31ffb2d72d4407f7909d3e9354;11d176966889fe26f92d94227f72d148	200343474;173123814	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR279437	ERX252770	SAMEA1889200	PRJEB1323	ERP002150	ERA222825	9606	Homo sapiens	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	27308600	5461720000	d6de5ab492161ffec6e595c00dbba2ba;dca0cd5cf0dba2f95e2653c40751253e	2444843544;2614930469	0711546e7c99156fad3212cf87f51aa9	5772013359	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR234195	ERX208700	SAMEA1877079	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3199886	639977200	aae1dd85971aef2e959fcd37fd47710f;2b5fbc8f63d46318ec17698c20525ab8	264966182;264332638	f632201ec903e547eed90f1fb1fa7909;709209db404809c50a60b806c1d38201	216956874;216927016	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR279443	ERX252776	SAMEA1889203	PRJEB1323	ERP002150	ERA222825	9606	Homo sapiens	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	32074820	6414964000	863615fe4cef92e85b7ff8fae06a58e6;193f1ce7fea3d3766f57ec1cd09b8a30	2868224545;3062753763	76f6270283517d1761c1d2529e726fb9	6703193936	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR234197	ERX208702	SAMEA1877103	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3198777	690935832	eab274ee89a94c72a9d0dd0233892c23;7da9ff1d2846c4d767f07f9d2128caac	320267124;274398429	959045d71ec7a9aa05c1ee76eeb6a5c5;7cc65382301b90391cd3bbef3a2e3179	252259979;214818816	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234212	ERX208717	SAMEA1877256	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3255162	651032400	b3e3f9a93b2816d20805b4d401b9e199;21011bc8030a9a44d423b1678463a5f6	268226036;267510086	8516e7ec87b170dbe1f7bf3d493a1594;eb24804cef7eafb95292a9b06357b75e	219132791;219397127	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
SRR829583	SRX267425	SAMN00258547	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	28972	15061537	a7624ad9dae9efb833bb68585d93bae6	4351438			PROTECTED	VCU-CSBC		2013-05-29	2016-10-25
ERR234213	ERX208718	SAMEA1877240	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	1420843	215968136	83c0406d506c9969ab634845d6f58e53;5e99c9743cde114b7a95f4c684765e4a	89218024;101936465	38e0b0147edce26594b08b00f2221cbd;19d5a8b3b6dfeb5ef5d195fa4c658bf1	69226628;81116264	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR279449	ERX252782	SAMEA1889198	PRJEB1323	ERP002150	ERA222825	9606	Homo sapiens	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	29814638	5962927600	9a77967832b494bc9c8f6701f9476b37;72e74b7d61c6b28656103874bd885dcf	2650422829;2830141471	667ad99dfa1b50a768b7aa8c6f75410e	6202101423	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR234214	ERX208719	SAMEA1877221	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	0	0			24d37fe85502131e3f3946d7b9c89dab;06017a63acb6505da7cb6a48263c103f	180777735;163532885	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234216	ERX208721	SAMEA1877195	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2073038	315101776	165ed2c94325952d21ac56e31699163d;105e95c2980f24bf414e5e1c8a917777	129600011;147364520	d0eca134d9e44f503ae80c91612b6080;a6c4c5a2dc02f639e0449c1125fa2065	100403744;117019521	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
SRR829601	SRX267443	SAMN02136416	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	12474	6033720	d32c04f4714a7bf3ddf5f246ccdf0318	1996434			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
ERR234234	ERX208739	SAMEA1877093	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	2579913	515982600	4e4069db65cdadfb785e5341c17adf21;634b3dcac868c2653d3b1b18edfab93e	218758320;219728094	5f794b051c93882a17c5d2b56c759053;d0ae2e3068bc277542feca64a41d0937	180203259;181935150	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR279469	ERX252802	SAMEA1903001	PRJEB1366	ERP002179	ERA222826	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2062818	412563600	c17a18501fe1606174617f2ac1aa3680;3d976e93e19e8e0892683f3b87c0c3cb	126188208;137936346	f31882460497b27004f569a89aafcad5	367519402	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR234236	ERX208741	SAMEA1877118	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	1848189	262442838	205fb6f3f278819082bc0d3e491b65e6;fbd604cf51830788e2b6ee5608d70514	133709417;132024308	73fe03535db56f1e0ad7194de2b50b07;85830318efcc70d7760617ffdd718a81	110447166;109444614	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234242	ERX208747	SAMEA1877242	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	1529677	226392196	c91ff37aad632c58a1b95549078b0a64;a9cb0f0cecae507326f812b4d76d68af	106088436;110720615	5995b550b70651e634ab74c0715fa8a6;19e4cd68a191c43d887aa4b000686700	81948755;86184229	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234244	ERX208749	SAMEA1877200	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3486038	515933624	cf7b2221b0f6833601b382aafabf6ed1;18c1791fe37d0d4a6258a62d37c97de0	240352416;251451128	42833f0c47ddc6ff45de0c17cbef7914;bbaed34a78bbdc84ffa1a64260813828	185434058;195580385	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR279471	ERX252804	SAMEA1903003	PRJEB1366	ERP002179	ERA222826	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	1808909	361781800	75eb5ae91de5f150bfbc7a444c94812b;e8efc2bc7681b251503b3b2d8609f121	110895061;120993696	b6cb1b12137023644c5f922388434493	323732104	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
