runA	runB	studyA	studyB	nameA	nameB	relation	prior	stat_identical	suppA	suppB	topA	verdict
ERR595967	ERR993545	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('[Clostridium] spiroforme', 0.3), ('Clostridium sp. CL-2', 0.2), ('Dialister invisus', 0.1)]	species-level reads support neither
ERR2120300	SRR7069613	PRJEB22358	PRJNA302362	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	None	False	None	0.0327	[('Mycobacterium tuberculosis', 3.3), ('Mycobacterium gordonae', 0.1), ('Mycobacterium canettii', 0.1)]	species-level reads support B only
SRR6797994	SRR6800207	PRJNA436448	PRJNA436188	Homo sapiens	Mus musculus	same_higher_depth9	None	True	0.0	0.0	[('Clostridioides difficile', 0.0)]	species-level reads support neither
ERR1193869	ERR551197	PRJEB11460	PRJEB7727	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	False	0.0688	None	[('Mycobacterium tuberculosis', 6.9), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1193895	ERR2199952	PRJEB11460	PRJEB9680	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	False	0.0731	None	[('Mycobacterium tuberculosis', 7.3), ('Mycobacterium canettii', 0.3), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
SRR3133790	SRR3138167	PRJNA310178	PRJNA310407	Acidobacterium capsulatum	Segatella albensis	same_higher_depth2	None	True	0.0	0.0	[('Allobaculum stercoricanis', 0.9), ('Filifactor alocis', 0.2), ('Helcococcus sueciensis', 0.0)]	species-level reads support neither
ERR1893496	ERR842972	PRJEB20096	PRJEB7053	Bacteria aetolus	Bacteria aborigena	same_genus	None	False	0.0	0.0	[('Clostridioides difficile', 1.2), ('Streptococcus pneumoniae', 0.5), ('Pseudomonas sp. NBRC 111131', 0.1)]	species-level reads support neither
ERR1893486	ERR842977	PRJEB20096	PRJEB7053	Bacteria aetolus	Bacteria aborigena	same_genus	None	False	0.0	0.0	[('Clostridioides difficile', 2.3), ('Methanosphaera stadtmanae', 0.5), ('Streptococcus pneumoniae', 0.1)]	species-level reads support neither
ERR1893490	ERR842968	PRJEB20096	PRJEB7053	Bacteria aetolus	Bacteria aborigena	same_genus	None	False	0.0	0.0	[('Clostridioides difficile', 1.6), ('Streptococcus pneumoniae', 0.1), ('Lachnobacterium bovis', 0.0)]	species-level reads support neither
ERR595965	ERR993544	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('Streptococcus thermophilus', 0.3), ('Adlercreutzia equolifaciens', 0.1), ('Clostridium sp. SS2/1', 0.0)]	species-level reads support neither
ERR1893491	ERR842998	PRJEB20096	PRJEB7053	Bacteria aetolus	Bacteria aborigena	same_genus	None	False	0.0	0.0	[('Streptococcus pneumoniae', 0.7), ('Clostridioides difficile', 0.3), ('Pseudomonas sp. NBRC 111131', 0.2)]	species-level reads support neither
SRR070588	SRR071318	PRJNA53779	PRJNA53745	Staphylococcus lugdunensis VCU148	Staphylococcus epidermidis VCU111	same_genus	CONFIRMED	True	0.9818	0.0	[('Staphylococcus lugdunensis', 98.2), ('Staphylococcus aureus', 0.1), ('Prevotella disiens', 0.0)]	species-level reads support A only
SRR6797999	SRR6800220	PRJNA436448	PRJNA436188	Homo sapiens	Mus musculus	same_higher_depth9	None	True	0.0	0.0	[]	species-level reads support neither
SRR2899015	SRR6680762	PRJNA300644	PRJNA433223	Saccharum officinarum	Saccharum hybrid cultivar	same_genus	None	False	0.0	0.0	[('Sorghum bicolor', 59.7), ('Zea mays', 10.6), ('Setaria italica', 1.6)]	species-level reads support neither
ERR595974	ERR993539	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('[Clostridium] spiroforme', 0.4), ('Adlercreutzia equolifaciens', 0.3), ('Streptococcus thermophilus', 0.3)]	species-level reads support neither
SRR7716681	SRR8327010	PRJNA486431	PRJNA510231	Colon	Homo sapiens	same_higher_depth2	None	False	None	0.1852	[('Homo sapiens', 18.5), ('Gorilla gorilla', 0.1), ('Pongo abelii', 0.1)]	species-level reads support B only
SRR7716682	SRR8327011	PRJNA486431	PRJNA510231	Colon	Homo sapiens	same_higher_depth2	None	False	None	0.1674	[('Homo sapiens', 16.7), ('Gorilla gorilla', 0.1), ('Pongo abelii', 0.1)]	species-level reads support B only
SRR6797996	SRR6800227	PRJNA436448	PRJNA436188	Homo sapiens	Mus musculus	same_higher_depth9	None	True	0.0	0.0	[('Crocodylus porosus', 0.0)]	species-level reads support neither
SRR000202	SRR627587	PRJNA12857	PRJNA74629	Sterkiella histriomuscorum	Oxytricha trifallax	same_higher_depth9	CONFIRMED	True	0.0	0.0	[('Hoeflea sp. 108', 10.9), ('Ornithorhynchus anatinus', 8.1), ('Pelomonas sp. Root1444', 3.1)]	species-level reads support neither
SRR1994461	SRR5161306	PRJNA281676	PRJNA315910	Synodontis nigriventris	Synodontis eupterus	same_genus	None	False	0.0	0.0	[('Astyanax mexicanus', 6.0), ('Salmo salar', 5.3), ('Synodontis schoutedeni', 2.8)]	species-level reads support neither
ERR1893482	ERR842981	PRJEB20096	PRJEB7053	Bacteria aetolus	Bacteria aborigena	same_genus	None	False	0.0	0.0	[('Streptococcus pneumoniae', 1.3), ('Pseudomonas sp. NBRC 111131', 0.1), ('Streptococcus marmotae', 0.0)]	species-level reads support neither
SRR6797998	SRR6800219	PRJNA436448	PRJNA436188	Homo sapiens	Mus musculus	same_higher_depth9	None	True	0.2557	0.0	[('Homo sapiens', 25.6)]	species-level reads support A only
ERR1893492	ERR842999	PRJEB20096	PRJEB7053	Bacteria aetolus	Bacteria aborigena	same_genus	None	False	0.0	0.0	[('Clostridioides difficile', 3.5), ('Methanosphaera stadtmanae', 3.2), ('Streptococcus pneumoniae', 0.1)]	species-level reads support neither
ERR1893485	ERR842967	PRJEB20096	PRJEB7053	Bacteria aetolus	Bacteria aborigena	same_genus	None	False	0.0	0.0	[('Streptococcus pneumoniae', 0.8), ('Pseudomonas sp. NBRC 111131', 0.1), ('Lactobacillus amylolyticus', 0.1)]	species-level reads support neither
SRR000199	SRR627584	PRJNA12857	PRJNA74629	Sterkiella histriomuscorum	Oxytricha trifallax	same_higher_depth9	CONFIRMED	True	0.0	0.0	[('Hoeflea sp. 108', 11.1), ('Ornithorhynchus anatinus', 8.4), ('Pelomonas sp. Root1444', 2.9)]	species-level reads support neither
SRR2899231	SRR6680894	PRJNA300644	PRJNA433223	Saccharum spontaneum	Saccharum hybrid cultivar	same_genus	None	False	0.0	0.0001	[('Sorghum bicolor', 57.7), ('Zea mays', 10.8), ('Setaria italica', 1.7)]	species-level reads support neither
SRR6797995	SRR6800206	PRJNA436448	PRJNA436188	Homo sapiens	Mus musculus	same_higher_depth9	None	True	0.0	0.0	[]	species-level reads support neither
ERR1893487	ERR842989	PRJEB20096	PRJEB7053	Bacteria aetolus	Bacteria aborigena	same_genus	None	False	0.0	0.0	[('Clostridioides difficile', 2.6), ('Methanosphaera stadtmanae', 0.8), ('Massilioclostridium coli', 0.1)]	species-level reads support neither
ERR1893494	ERR842975	PRJEB20096	PRJEB7053	Bacteria aetolus	Bacteria aborigena	same_genus	None	False	0.0	0.0	[('Clostridioides difficile', 2.3), ('Streptococcus pneumoniae', 0.2), ('Pseudomonas sp. NBRC 111131', 0.1)]	species-level reads support neither
SRR2899233	SRR6680714	PRJNA300644	PRJNA433223	Saccharum robustum	Saccharum hybrid cultivar	same_genus	None	False	0.0	0.0	[('Sorghum bicolor', 59.9), ('Zea mays', 10.6), ('Setaria italica', 1.6)]	species-level reads support neither
SRR1021212	SRR1031053	PRJNA207831	PRJNA207832	Escherichia coli O157:H7 str. EDL933	Listeria monocytogenes serotype 4b str. NCTC 11994	same_higher_depth1	CONFIRMED	True	0.0978	0.0	[('Escherichia coli', 9.8), ('Salmonella enterica', 0.2), ('Shigella dysenteriae', 0.0)]	species-level reads support A only
ERR1893488	ERR842974	PRJEB20096	PRJEB7053	Bacteria aetolus	Bacteria aborigena	same_genus	None	False	0.0	0.0	[('Bifidobacterium breve', 2.0), ('Streptococcus pneumoniae', 0.1), ('Pseudomonas sp. NBRC 111131', 0.1)]	species-level reads support neither
ERR595962	ERR993537	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	CONFIRMED	True	0.0	0.0	[('Clostridium sp. CL-2', 1.1), ('Slackia piriformis', 0.8), ('Faecalitalea cylindroides', 0.2)]	species-level reads support neither
SRR9176953	SRR9188638	PRJNA545783	PRJNA545208	Bambusa pervariabilis	Bambusa pervariabilis x Bambusa grandis	same_genus	None	True	0.0	0.0	[('Fusarium verticillioides', 12.0), ('Brachypodium distachyon', 3.5), ('Oryza sativa', 2.7)]	species-level reads support neither
SRR000203	SRR627574	PRJNA12857	PRJNA74629	Sterkiella histriomuscorum	Oxytricha trifallax	same_higher_depth9	CONFIRMED	True	0.0	0.0	[('Cupriavidus basilensis', 4.3)]	species-level reads support neither
SRR2891264	SRR6680833	PRJNA300644	PRJNA433223	Saccharum sinense	Saccharum hybrid cultivar	same_genus	None	False	0.0	0.0	[('Sorghum bicolor', 58.8), ('Zea mays', 10.8), ('Setaria italica', 1.6)]	species-level reads support neither
SRR5804130	SRR5804132	PRJNA392566	PRJNA392571	Lactarius sp. orange rll-107	Lactifluus echinatus	same_higher_depth8	None	True	0.0	0.0	[('Malus domestica', 3.9), ('Heterobasidion irregulare', 1.6), ('Novosphingobium rosa', 1.3)]	species-level reads support neither
SRR2891257	SRR6680825	PRJNA300644	PRJNA433223	Saccharum barberi	Saccharum hybrid cultivar	same_genus	None	False	0.0	0.0	[('Sorghum bicolor', 59.9), ('Zea mays', 10.6), ('Setaria italica', 1.6)]	species-level reads support neither
SRR2891278	SRR6680859	PRJNA300644	PRJNA433223	Saccharum officinarum	Saccharum hybrid cultivar	same_genus	None	False	0.0	0.0001	[('Sorghum bicolor', 59.4), ('Zea mays', 10.7), ('Setaria italica', 1.6)]	species-level reads support neither
SRR1275087	SRR2984329	PRJNA246441	PRJNA302243	Hippocampus kelloggi	Hippocampus erectus	same_genus	None	True	0.0	0.3494	[('Hippocampus erectus', 34.9), ('Larimichthys crocea', 1.6), ('Stegastes partitus', 1.5)]	species-level reads support B only
SRR2899232	SRR6680918	PRJNA300644	PRJNA433223	Saccharum spontaneum	Saccharum hybrid cultivar	same_genus	None	False	0.0	0.0001	[('Sorghum bicolor', 58.2), ('Zea mays', 10.7), ('Setaria italica', 1.6)]	species-level reads support neither
SRR4198782	SRR4242096	PRJNA342241	PRJNA342756	Rinodina archaea	Steroidobacter	disjoint	None	True	0.0	None	[('Homo sapiens', 8.2), ('Abiotrophia defectiva', 1.3), ('Candidatus Saccharibacteria oral taxon TM7x', 0.6)]	species-level reads support neither
SRR000204	SRR627585	PRJNA12857	PRJNA74629	Sterkiella histriomuscorum	Oxytricha trifallax	same_higher_depth9	CONFIRMED	True	0.0	0.0	[('Hoeflea sp. 108', 15.8), ('Variovorax paradoxus', 1.7)]	species-level reads support neither
SRR6797958	SRR6800202	PRJNA436448	PRJNA436188	Homo sapiens	Mus musculus	same_higher_depth9	None	True	0.3773	0.0	[('Homo sapiens', 37.7)]	species-level reads support A only
SRR000200	SRR627572	PRJNA12857	PRJNA74629	Sterkiella histriomuscorum	Oxytricha trifallax	same_higher_depth9	None	True	0.0	0.0	[('Hoeflea sp. 108', 22.2), ('Cupriavidus basilensis', 5.2)]	species-level reads support neither
SRR6797951	SRR6800242	PRJNA436448	PRJNA436188	Homo sapiens	Mus musculus	same_higher_depth9	None	True	0.0	0.0	[]	species-level reads support neither
SRR6797952	SRR6800239	PRJNA436448	PRJNA436188	Homo sapiens	Mus musculus	same_higher_depth9	None	True	0.0	0.0	[]	species-level reads support neither
SRR3172017	SRR5216362	PRJNA312233	PRJNA290648	Aphanizomenon flos-aquae UKL13-PB	Hyphomonadaceae bacterium UKL13-1	same_higher_depth1	None	False	0.0223	0.0	[('Flavobacterium aquatile', 9.9), ('Dolichospermum circinale', 9.0), ('Anabaena sp. 90', 4.5)]	species-level reads support A only
SRR6797959	SRR6800201	PRJNA436448	PRJNA436188	Homo sapiens	Mus musculus	same_higher_depth9	None	True	0.0	0.0	[]	species-level reads support neither
SRR6798030	SRR7148456	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	None	None	None	None	untestable (no species-level claim on either side)
SRR6797950	SRR6800241	PRJNA436448	PRJNA436188	Homo sapiens	Mus musculus	same_higher_depth9	no_fingerprint	None	0.0	0.0	[]	species-level reads support neither
SRR063729	SRR063733	PRJNA51081	PRJNA49437	Finegoldia magna SY403409CC001050417	Peptoniphilus sp. oral taxon 836 str. F0141	same_higher_depth6	CONFIRMED	True	0.2959	0.1403	[('Finegoldia magna', 29.6), ('Streptococcus mitis', 16.0), ('Peptoniphilus sp. oral taxon 836', 14.0)]	species-level reads support both (mixture)
SRR063729	SRR063735	PRJNA51081	PRJNA49439	Finegoldia magna SY403409CC001050417	Streptococcus mitis bv. 2 str. F0392	same_higher_depth3	CONFIRMED	True	0.2959	0.1596	[('Finegoldia magna', 29.6), ('Streptococcus mitis', 16.0), ('Peptoniphilus sp. oral taxon 836', 14.0)]	species-level reads support both (mixture)
SRR063733	SRR063735	PRJNA49437	PRJNA49439	Peptoniphilus sp. oral taxon 836 str. F0141	Streptococcus mitis bv. 2 str. F0392	same_higher_depth3	CONFIRMED	True	0.1403	0.1596	[('Finegoldia magna', 29.6), ('Streptococcus mitis', 16.0), ('Peptoniphilus sp. oral taxon 836', 14.0)]	species-level reads support both (mixture)
SRR6067111	SRR6151282	PRJNA408223	PRJNA413737	Actinidia arguta	Actinidia chinensis	same_genus	None	False	0.0	0.0	[('Camellia sinensis', 6.0), ('Actinomadura cremea', 3.4), ('Diospyros lotus', 1.8)]	species-level reads support neither
SRR3490901	SRR4051790	PRJNA321068	PRJNA339810	Primates	Anopheles sinensis	same_higher_depth2	None	False	None	0.0	[('Anopheles gambiae', 68.0), ('Culex quinquefasciatus', 0.5), ('Elizabethkingia meningoseptica', 0.1)]	species-level reads support neither
SRR6797979	SRR7148533	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	None	None	None	None	untestable (no species-level claim on either side)
SRR6797985	SRR7148534	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	None	None	None	None	untestable (no species-level claim on either side)
SRR6798025	SRR7148490	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	None	None	None	None	untestable (no species-level claim on either side)
SRR6797956	SRR7148472	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	False	0.0	1.0	[('Arabidopsis thaliana', 100.0)]	species-level reads support B only
SRR6798024	SRR7148495	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	False	0.0	1.0	[('Arabidopsis thaliana', 100.0)]	species-level reads support B only
SRR6798031	SRR7148455	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	None	None	None	None	untestable (no species-level claim on either side)
SRR6797978	SRR7148536	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	None	None	None	None	untestable (no species-level claim on either side)
SRR060132	SRR060133	PRJNA49443	PRJNA49619	Ligilactobacillus salivarius ACS-116-V-Col5a	Lactobacillus delbrueckii subsp. bulgaricus PB2003/044-T3-4	same_higher_depth6	CONFIRMED	True	0.0	0.5668	[('Lactobacillus delbrueckii', 56.7), ('Lactobacillus salivarius', 21.0), ('Veillonella parvula', 6.7)]	species-level reads support B only
SRR3342185	SRR4003490	PRJNA317585	PRJNA337915	Acinetobacter baumannii	Staphylococcus aureus	same_higher_depth1	None	True	0.0	0.9469	[('Staphylococcus aureus', 94.7), ('Staphylococcus epidermidis', 0.0), ('Paenibacillus mucilaginosus', 0.0)]	species-level reads support B only
SRR3342184	SRR4003489	PRJNA317585	PRJNA337915	Acinetobacter baumannii	Staphylococcus aureus	same_higher_depth1	None	True	0.0	0.9437	[('Staphylococcus aureus', 94.4), ('Staphylococcus haemolyticus', 0.0), ('Staphylococcus lugdunensis', 0.0)]	species-level reads support B only
SRR6797997	SRR6800248	PRJNA436448	PRJNA436188	Homo sapiens	Mus musculus	same_higher_depth9	CONFIRMED	True	0.0	0.0	[]	species-level reads support neither
SRR6797962	SRR6800224	PRJNA436448	PRJNA436188	Homo sapiens	Mus musculus	same_higher_depth9	None	True	0.0	0.0	[]	species-level reads support neither
SRR6797984	SRR7148553	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	None	None	None	None	untestable (no species-level claim on either side)
ERR595958	ERR993531	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('Streptococcus thermophilus', 1.0), ('Ruminococcus sp. HUN007', 0.2), ('Collinsella sp. MS5', 0.1)]	species-level reads support neither
SRR6797953	SRR6800221	PRJNA436448	PRJNA436188	Homo sapiens	Mus musculus	same_higher_depth9	None	True	0.6832	0.0	[('Homo sapiens', 68.3)]	species-level reads support A only
ERR1193897	ERR553358	PRJEB11460	PRJEB6273	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	False	0.0668	None	[('Mycobacterium tuberculosis', 6.7), ('Mycobacterium canettii', 0.2), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
SRR6797980	SRR7148530	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	False	0.0	0.9999	[('Arabidopsis thaliana', 100.0), ('Serinus canaria', 0.0)]	species-level reads support B only
SRR3345866	SRR4003491	PRJNA317585	PRJNA337915	Acinetobacter baumannii	Staphylococcus aureus	same_higher_depth1	CONFIRMED	False	0.0	0.0229	[('Staphylococcus aureus', 2.3), ('Staphylococcus argenteus', 0.0), ('Staphylococcus schweitzeri', 0.0)]	species-level reads support B only
SRR6798028	SRR7148493	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	None	None	None	None	untestable (no species-level claim on either side)
SRR6798027	SRR7148492	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	None	None	None	None	untestable (no species-level claim on either side)
SRR2500938	SRR2731946	PRJNA295128	PRJNA298670	Dendrobium densiflorum	Eulophia picta	same_higher_depth11	None	True	0.0	0.0	[('Gossypium hirsutum', 1.6), ('Enterobacter asburiae', 0.9), ('Jatropha curcas', 0.9)]	species-level reads support neither
SRR6798029	SRR7148453	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	None	None	None	None	untestable (no species-level claim on either side)
SRR6050230	SRR6128817	PRJNA381824	PRJNA412964	Chryseolinea	Luedemannella	same_higher_depth1	None	True	None	None	[('Nitrososphaera viennensis', 0.4), ('Filifactor alocis', 0.2), ('Dialister pneumosintes', 0.1)]	untestable (no species-level claim on either side)
SRR6798026	SRR7148491	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	None	None	None	None	untestable (no species-level claim on either side)
ERR1193853	ERR553306	PRJEB11460	PRJEB9545	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	True	0.0704	None	[('Mycobacterium tuberculosis', 7.0), ('Mycobacterium canettii', 0.3), ('Stenotrophomonas maltophilia', 0.0)]	species-level reads support A only
SRR7042850	SRR7160369	PRJNA451048	PRJNA470899	Mus musculus	Arabidopsis thaliana	same_higher_depth1	None	None	None	None	None	untestable (no species-level claim on either side)
SRR6798023	SRR7148494	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	False	None	None	None	untestable (no species-level claim on either side)
SRR6798032	SRR7148489	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	False	0.0	0.0	[]	species-level reads support neither
ERR595978	ERR993548	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('Collinsella sp. MS5', 0.2), ('Ruminococcus sp. HUN007', 0.1), ('Slackia piriformis', 0.1)]	species-level reads support neither
SRR6797981	SRR7148535	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	None	None	None	None	untestable (no species-level claim on either side)
SRR6797957	SRR7148467	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	True	0.0	0.0	[]	species-level reads support neither
SRR6797955	SRR7148471	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	None	None	None	None	untestable (no species-level claim on either side)
ERR1745351	ERR2027647	PRJEB18457	PRJEB21687	uncultured bacterium	uncultured archaeon	same_genus	None	False	None	None	[('Brevundimonas abyssalis', 2.0), ('Sulfuricurvum kujiense', 0.4), ('Clostridium butyricum', 0.4)]	untestable (no species-level claim on either side)
SRR6797983	SRR7148515	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	False	0.0	0.0	[]	species-level reads support neither
SRR000201	SRR627592	PRJNA12857	PRJNA74629	Sterkiella histriomuscorum	Oxytricha trifallax	same_higher_depth9	CONFIRMED	True	0.0	0.0	[('Hoeflea sp. 108', 13.2), ('Cupriavidus basilensis', 4.4), ('Runella limosa', 3.7)]	species-level reads support neither
SRR6797982	SRR7148518	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	False	0.0	0.0	[]	species-level reads support neither
ERR1193849	ERR551685	PRJEB11460	PRJEB9545	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	True	0.0735	None	[('Mycobacterium tuberculosis', 7.4), ('Mycobacterium canettii', 0.3), ('Mycobacterium abscessus', 0.0)]	species-level reads support A only
SRR1790446	SRR3539312	PRJNA268581	PRJNA318866	Mesorhizobium hungaricum	Enteractinococcus helveticum	same_higher_depth1	None	True	0.0	0.0	[('Mesorhizobium sp. UASWS1009', 70.3), ('Bradyrhizobium sp. UASWS1016', 0.1), ('Staphylococcus aureus', 0.0)]	species-level reads support neither
SRR6050236	SRR6128812	PRJNA381824	PRJNA412964	Nocardioides	Candidatus Entotheonella	same_higher_depth1	CONFIRMED	True	None	None	[('Nitrososphaera viennensis', 0.3), ('Coriobacteriales bacterium DNF00809', 0.1), ('Dialister pneumosintes', 0.0)]	untestable (no species-level claim on either side)
SRR6797988	SRR7148529	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	False	0.0	0.0	[('Merops nubicus', 25.6), ('Serinus canaria', 16.3)]	species-level reads support neither
SRR6050235	SRR6128813	PRJNA381824	PRJNA412964	Flavobacterium	Rubrobacter	same_higher_depth1	None	True	None	None	[('Nitrososphaera viennensis', 0.3), ('Filifactor alocis', 0.1), ('Coriobacteriales bacterium DNF00809', 0.0)]	untestable (no species-level claim on either side)
SRR3726401	SRR3923521	PRJNA324120	PRJNA328794	Salmonella enterica	Escherichia coli	same_higher_depth6	None	True	0.0004	0.1198	[('Escherichia coli', 12.0), ('Salmonella enterica', 0.0), ('Escherichia albertii', 0.0)]	species-level reads support B only
SRR3726401	SRR4061908	PRJNA324120	PRJNA330858	Salmonella enterica	Escherichia coli	same_higher_depth6	None	False	0.0004	0.1198	[('Escherichia coli', 12.0), ('Salmonella enterica', 0.0), ('Escherichia albertii', 0.0)]	species-level reads support B only
SRR6797954	SRR6800222	PRJNA436448	PRJNA436188	Homo sapiens	Mus musculus	same_higher_depth9	None	True	0.0	0.0	[]	species-level reads support neither
ERR1193887	ERR2200038	PRJEB11460	PRJEB9680	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	False	0.069	None	[('Mycobacterium tuberculosis', 6.9), ('Mycobacterium canettii', 0.3), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1193878	ERR550634	PRJEB11460	PRJEB7727	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	True	0.0694	None	[('Mycobacterium tuberculosis', 6.9), ('Mycobacterium canettii', 0.2), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1193886	ERR2199937	PRJEB11460	PRJEB9680	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	False	0.0674	None	[('Mycobacterium tuberculosis', 6.7), ('Mycobacterium canettii', 0.3), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1193885	ERR2199929	PRJEB11460	PRJEB9680	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	False	0.0683	None	[('Mycobacterium tuberculosis', 6.8), ('Mycobacterium canettii', 0.2), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
SRR7042855	SRR7160372	PRJNA451048	PRJNA470899	Mus musculus	Arabidopsis thaliana	same_higher_depth1	CONFIRMED	None	None	None	None	untestable (no species-level claim on either side)
ERR1193888	ERR552789	PRJEB11460	PRJEB6273	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	False	0.0781	None	[('Mycobacterium tuberculosis', 7.8), ('Mycobacterium canettii', 0.3), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1193868	ERR553228	PRJEB11460	PRJEB7727	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	True	0.0709	None	[('Mycobacterium tuberculosis', 7.1), ('Mycobacterium canettii', 0.2), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
SRR6797987	SRR7148532	PRJNA436448	PRJNA470955	Homo sapiens	Arabidopsis thaliana	same_higher_depth1	None	False	0.0	0.0	[('Serinus canaria', 100.0)]	species-level reads support neither
SRR6050231	SRR6128809	PRJNA381824	PRJNA412964	Lysobacter	Blastococcus	same_higher_depth1	None	True	None	None	[('Fulvivirga imtechensis', 0.1), ('Scytonema tolypothrichoides', 0.1), ('Haliangium ochraceum', 0.0)]	untestable (no species-level claim on either side)
